;Unnamed: 0;isi_tweet;sentimen;step01;tokens;final_tokens;step02
73;73;"RT @OTONK2000: Pak @erickthohir mengikuti Kuliah Umum di Kampus Universitas Negeri Semarang (UNES)
#BangkitBersamaET https://t.co/BCspxlaEuW";0;rt user pak user mengikuti kuliah umum di kampus universitas negeri semarang unes hashtag bangkit bersama et hashtag cobcspxlaeuw;['rt', 'user', 'pak', 'user', 'mengikuti', 'kuliah', 'umum', 'di', 'kampus', 'universitas', 'negeri', 'semarang', 'unes', 'hashtag', 'bangkit', 'bersama', 'et', 'hashtag', 'cobcspxlaeuw'];['rt', 'user', 'pak', 'user', 'mengikuti', 'kuliah', 'umum', 'di', 'kampus', 'universitas', 'negeri', 'semarang', 'unes', 'hashtag', 'bangkit', 'bersama', 'et', 'hashtag', 'cobcspxlaeuw'];rt user pak user mengikuti kuliah umum di kampus universitas negeri semarang unes hashtag bangkit bersama et hashtag cobcspxlaeuw
74;74;"RT @Juragantajirrr: ""Masyarakat menginginkan Pak Erick Thohir menjadi wapres karena beliau bekerja nyata dan menjadi andalan Presiden Jokow…";0;rt user masyarakat menginginkan pak erick thohir menjadi wapres karena beliau bekerja nyata dan menjadi andalan presiden jokow;['rt', 'user', 'masyarakat', 'menginginkan', 'pak', 'erick', 'thohir', 'menjadi', 'wapres', 'karena', 'beliau', 'bekerja', 'nyata', 'dan', 'menjadi', 'andalan', 'presiden', 'jokow'];['rt', 'user', 'masyarakat', 'menginginkan', 'pak', 'erick', 'thohir', 'menjadi', 'wapres', 'karena', 'beliau', 'bekerja', 'nyata', 'dan', 'menjadi', 'andalan', 'presiden', 'jokow'];rt user masyarakat menginginkan pak erick thohir menjadi wapres karena beliau bekerja nyata dan menjadi andalan presiden jokow
75;75;"RT @Bias_suara: Di Semarang Erick Thohir menyempatkan menyapa Warga Nelayan Tambak Loro, Kota Semarang

#BangkitBersamaET https://t.co/pDyn…";0;rt user di semarang erick thohir menyempatkan menyapa warga nelayan tambak loro kota semarang hashtag bangkit bersama et hashtag copdyn;['rt', 'user', 'di', 'semarang', 'erick', 'thohir', 'menyempatkan', 'menyapa', 'warga', 'nelayan', 'tambak', 'loro', 'kota', 'semarang', 'hashtag', 'bangkit', 'bersama', 'et', 'hashtag', 'copdyn'];['rt', 'user', 'di', 'semarang', 'erick', 'thohir', 'menyempatkan', 'menyapa', 'warga', 'nelayan', 'tambak', 'loro', 'kota', 'semarang', 'hashtag', 'bangkit', 'bersama', 'et', 'hashtag', 'copdyn'];rt user di semarang erick thohir menyempatkan menyapa warga nelayan tambak loro kota semarang hashtag bangkit bersama et hashtag copdyn
76;76;RT @JarnasABW: Relawan JARNAS semakin hari semakin merata di Jawa Tengah. Untuk menyatukan langkah strategis JARNAS menyelenggarakan Sekola…;0;rt user relawan jarnas semakin hari semakin merata di jawa tengah untuk menyatukan langkah strategis jarnas menyelenggarakan sekola;['rt', 'user', 'relawan', 'jarnas', 'semakin', 'hari', 'semakin', 'merata', 'di', 'jawa', 'tengah', 'untuk', 'menyatukan', 'langkah', 'strategis', 'jarnas', 'menyelenggarakan', 'sekola'];['rt', 'user', 'relawan', 'jarnas', 'semakin', 'hari', 'semakin', 'merata', 'di', 'jawa', 'tengah', 'untuk', 'menyatukan', 'langkah', 'strategis', 'jarnas', 'menyelenggarakan', 'sekola'];rt user relawan jarnas semakin hari semakin merata di jawa tengah untuk menyatukan langkah strategis jarnas menyelenggarakan sekola
77;77;"12.KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Imigrasi dalam Pencegahan Dugaan Tindak Pidana Perdagangan Orang
https://t.co/u1fKfl4ktQ";0;number kakanwil kemenkumham jateng yuspahruddin imigrasi dalam pencegahan dugaan tindak pidana perdagangan orang cou1fkfl4ktq;['number', 'kakanwil', 'kemenkumham', 'jateng', 'yuspahruddin', 'imigrasi', 'dalam', 'pencegahan', 'dugaan', 'tindak', 'pidana', 'perdagangan', 'orang', 'cou1fkfl4ktq'];['number', 'kakanwil', 'kemenkumham', 'jateng', 'yuspahruddin', 'imigrasi', 'dalam', 'pencegahan', 'dugaan', 'tindak', 'pidana', 'perdagangan', 'orang', 'cou1fkfl4ktq'];number kakanwil kemenkumham jateng yuspahruddin imigrasi dalam pencegahan dugaan tindak pidana perdagangan orang cou1fkfl4ktq
78;78;RT @TopTofa: Usai menjadi inspektur upacara, Wagub Taj Yasin berjalan menuju serambi Masjid Agung Kauman Semarang untuk menghadiri Saraseha…;0;rt user usai menjadi inspektur upacara wagub taj yasin berjalan menuju serambi masjid agung kauman semarang untuk menghadiri saraseha;['rt', 'user', 'usai', 'menjadi', 'inspektur', 'upacara', 'wagub', 'taj', 'yasin', 'berjalan', 'menuju', 'serambi', 'masjid', 'agung', 'kauman', 'semarang', 'untuk', 'menghadiri', 'saraseha'];['rt', 'user', 'usai', 'menjadi', 'inspektur', 'upacara', 'wagub', 'taj', 'yasin', 'berjalan', 'menuju', 'serambi', 'masjid', 'agung', 'kauman', 'semarang', 'untuk', 'menghadiri', 'saraseha'];rt user usai menjadi inspektur upacara wagub taj yasin berjalan menuju serambi masjid agung kauman semarang untuk menghadiri saraseha
79;79;"❤ Recommended

base › jogjakarta
expo
› semarang now

@selaluRindu_
@RinduGadis_ https://t.co/5gYxS0Kb6p";-1;recommended base jogjakarta expo semarang now user user co5gyxs0kb6p;['recommended', 'base', 'jogjakarta', 'expo', 'semarang', 'now', 'user', 'user', 'co5gyxs0kb6p'];['recommended', 'base', 'jogjakarta', 'expo', 'semarang', 'now', 'user', 'user', 'co5gyxs0kb6p'];recommended base jogjakarta expo semarang now user user co5gyxs0kb6p
80;80;rela2 mau nyamperin ke semarang, eh yang mau disamperin malah ke dewata😀 yawes nexttime hhu;0;rela2 mau nyamperin ke semarang eh yang mau disamperin malah ke dewata yawes nexttime hhu;['rela2', 'mau', 'nyamperin', 'ke', 'semarang', 'eh', 'yang', 'mau', 'disamperin', 'malah', 'ke', 'dewata', 'yawes', 'nexttime', 'hhu'];['rela2', 'mau', 'nyamperin', 'ke', 'semarang', 'eh', 'yang', 'mau', 'disamperin', 'malah', 'ke', 'dewata', 'yawes', 'nexttime', 'hhu'];rela2 mau nyamperin ke semarang eh yang mau disamperin malah ke dewata yawes nexttime hhu
81;81;"RT @Abkar5758: Dampingi Kapolri di Semarang, Gus Yasin Imbau Warga Terus Jaga Kerukunan https://t.co/zdPGdv0lew
#GusYasin 
#PanglimaSGN 
#S…";0;rt user dampingi kapolri di semarang gus yasin imbau warga terus jaga kerukunan cozdpgdv0lew hashtag gus yasin hashtag hashtag panglima sgn hashtag hashtag hashtag;['rt', 'user', 'dampingi', 'kapolri', 'di', 'semarang', 'gus', 'yasin', 'imbau', 'warga', 'terus', 'jaga', 'kerukunan', 'cozdpgdv0lew', 'hashtag', 'gus', 'yasin', 'hashtag', 'hashtag', 'panglima', 'sgn', 'hashtag', 'hashtag', 'hashtag'];['rt', 'user', 'dampingi', 'kapolri', 'di', 'semarang', 'gus', 'yasin', 'imbau', 'warga', 'terus', 'jaga', 'kerukunan', 'cozdpgdv0lew', 'hashtag', 'gus', 'yasin', 'hashtag', 'hashtag', 'panglima', 'sgn', 'hashtag', 'hashtag', 'hashtag'];rt user dampingi kapolri di semarang gus yasin imbau warga terus jaga kerukunan cozdpgdv0lew hashtag gus yasin hashtag hashtag panglima sgn hashtag hashtag hashtag
82;82;"RT @jaeyunloverclub: #𝟮
𝑻𝒉𝒆 𝑮𝒍𝒆𝒂𝒎 𝒐𝒇 𝑶𝒖𝒓 𝑺𝒕𝒂𝒓

“Jake Special Photobooth Event”

🗓: Nov 13-20 2022
📍: Jakarta, Tangerang, Bekasi, Gresik, Su…";1;rt user number jake special photobooth event date number jakarta tangerang bekasi gresik su;['rt', 'user', 'number', 'jake', 'special', 'photobooth', 'event', 'date', 'number', 'jakarta', 'tangerang', 'bekasi', 'gresik', 'su'];['rt', 'user', 'number', 'jake', 'special', 'photobooth', 'event', 'date', 'number', 'jakarta', 'tangerang', 'bekasi', 'gresik', 'su'];rt user number jake special photobooth event date number jakarta tangerang bekasi gresik su
83;83;@caratsstore inc all dom semarang bisa keep event https://t.co/CHGo7YWpxK;0;user inc all dom semarang bisa keep event cochgo7ywpxk;['user', 'inc', 'all', 'dom', 'semarang', 'bisa', 'keep', 'event', 'cochgo7ywpxk'];['user', 'inc', 'all', 'dom', 'semarang', 'bisa', 'keep', 'event', 'cochgo7ywpxk'];user inc all dom semarang bisa keep event cochgo7ywpxk
84;84;-dips! ada anjem mobil buat dari stasiun semarang poncol ke tembalang hari ini sekitar jam 14.45 gak? drop fee juga ya, makasih;0;dips ada anjem mobil buat dari stasiun semarang poncol ke tembalang hari ini sekitar jam number gak drop fee juga ya makasih;['dips', 'ada', 'anjem', 'mobil', 'buat', 'dari', 'stasiun', 'semarang', 'poncol', 'ke', 'tembalang', 'hari', 'ini', 'sekitar', 'jam', 'number', 'gak', 'drop', 'fee', 'juga', 'ya', 'makasih'];['dips', 'ada', 'anjem', 'mobil', 'buat', 'dari', 'stasiun', 'semarang', 'poncol', 'ke', 'tembalang', 'hari', 'ini', 'sekitar', 'jam', 'number', 'gak', 'drop', 'fee', 'juga', 'ya', 'makasih'];dips ada anjem mobil buat dari stasiun semarang poncol ke tembalang hari ini sekitar jam number gak drop fee juga ya makasih
85;85;@caratsmarket yuk di take inc all dom semarang bisa keep event https://t.co/CHGo7YWpxK;0;user yuk di take inc all dom semarang bisa keep event cochgo7ywpxk;['user', 'yuk', 'di', 'take', 'inc', 'all', 'dom', 'semarang', 'bisa', 'keep', 'event', 'cochgo7ywpxk'];['user', 'yuk', 'di', 'take', 'inc', 'all', 'dom', 'semarang', 'bisa', 'keep', 'event', 'cochgo7ywpxk'];user yuk di take inc all dom semarang bisa keep event cochgo7ywpxk
86;86;"HELP RT
WTS LS BLACKPINK VER 2 LIMITED EDITION
💸 900k Boleh Nego
 Harga belum termasuk Packing&amp;Ongkir
Include
🎀Ligh… https://t.co/okKae8vlkr";-1;help rt wts ls blackpink ver number limited edition 9 0 0 boleh nego harga belum termasuk packing ongkir include ligh cookkae8vlkr;['help', 'rt', 'wts', 'ls', 'blackpink', 'ver', 'number', 'limited', 'edition', '9', '0', '0', 'boleh', 'nego', 'harga', 'belum', 'termasuk', 'packing', 'ongkir', 'include', 'ligh', 'cookkae8vlkr'];['help', 'rt', 'wts', 'ls', 'blackpink', 'ver', 'number', 'limited', 'edition', '9', '0', '0', 'boleh', 'nego', 'harga', 'belum', 'termasuk', 'packing', 'ongkir', 'include', 'ligh', 'cookkae8vlkr'];help rt wts ls blackpink ver number limited edition 9 0 0 boleh nego harga belum termasuk packing ongkir include ligh cookkae8vlkr
87;87;Semua orang bisa memilih tapi tak semua orang bisa setia dgn pilihannya #foredi #semarang #SolusiEjakulasiDini;0;semua orang bisa memilih tapi tak semua orang bisa setia dgn pilihannya hashtag for edi hashtag hashtag semarang hashtag hashtag solusi ejakulasi dini hashtag;['semua', 'orang', 'bisa', 'memilih', 'tapi', 'tak', 'semua', 'orang', 'bisa', 'setia', 'dgn', 'pilihannya', 'hashtag', 'for', 'edi', 'hashtag', 'hashtag', 'semarang', 'hashtag', 'hashtag', 'solusi', 'ejakulasi', 'dini', 'hashtag'];['semua', 'orang', 'bisa', 'memilih', 'tapi', 'tak', 'semua', 'orang', 'bisa', 'setia', 'dgn', 'pilihannya', 'hashtag', 'for', 'edi', 'hashtag', 'hashtag', 'semarang', 'hashtag', 'hashtag', 'solusi', 'ejakulasi', 'dini', 'hashtag'];semua orang bisa memilih tapi tak semua orang bisa setia dgn pilihannya hashtag for edi hashtag hashtag semarang hashtag hashtag solusi ejakulasi dini hashtag
88;88;"Angin d solo gede banget .sepoy sepoy .
Siap siap otw SEMARANG
#ExpoSemarang #semarangbo https://t.co/oSsUtKV3Ag";0;angin solo gede banget sepoy sepoy siap siap otw semarang hashtag expo semarang hashtag hashtag semarang bo hashtag coossutkv3ag;['angin', 'solo', 'gede', 'banget', 'sepoy', 'sepoy', 'siap', 'siap', 'otw', 'semarang', 'hashtag', 'expo', 'semarang', 'hashtag', 'hashtag', 'semarang', 'bo', 'hashtag', 'coossutkv3ag'];['angin', 'solo', 'gede', 'banget', 'sepoy', 'sepoy', 'siap', 'siap', 'otw', 'semarang', 'hashtag', 'expo', 'semarang', 'hashtag', 'hashtag', 'semarang', 'bo', 'hashtag', 'coossutkv3ag'];angin solo gede banget sepoy sepoy siap siap otw semarang hashtag expo semarang hashtag hashtag semarang bo hashtag coossutkv3ag
89;89;@BoyzFess_ let's be moots, semarang kudu hati² juga nder :);0;user let us be moots semarang kudu hati juga nder happy;['user', 'let', 'us', 'be', 'moots', 'semarang', 'kudu', 'hati', 'juga', 'nder', 'happy'];['user', 'let', 'us', 'be', 'moots', 'semarang', 'kudu', 'hati', 'juga', 'nder', 'happy'];user let us be moots semarang kudu hati juga nder happy
90;90;@patjarmerah_id Min, kapan ke semarang lagi?;0;user min kapan ke semarang lagi;['user', 'min', 'kapan', 'ke', 'semarang', 'lagi'];['user', 'min', 'kapan', 'ke', 'semarang', 'lagi'];user min kapan ke semarang lagi
91;91;RT @FiersaBesari: Terima kasih karena telah berjuang sampai Semarang https://t.co/YQeMHzN8Rh;0;rt user terima kasih karena telah berjuang sampai semarang coyqemhzn8rh;['rt', 'user', 'terima', 'kasih', 'karena', 'telah', 'berjuang', 'sampai', 'semarang', 'coyqemhzn8rh'];['rt', 'user', 'terima', 'kasih', 'karena', 'telah', 'berjuang', 'sampai', 'semarang', 'coyqemhzn8rh'];rt user terima kasih karena telah berjuang sampai semarang coyqemhzn8rh
92;92;loker bongkar muat barang di semarang  https://t.co/LoIeuAFxV7;0;loker bongkar muat barang di semarang coloieuafxv7;['loker', 'bongkar', 'muat', 'barang', 'di', 'semarang', 'coloieuafxv7'];['loker', 'bongkar', 'muat', 'barang', 'di', 'semarang', 'coloieuafxv7'];loker bongkar muat barang di semarang coloieuafxv7
93;93;RT @GreenpeaceID: Ada acara musik juga yang gak kalah kece sama acara sebelumnya. Cus daftar di https://t.co/ewOFMT8bbL https://t.co/THyKk1…;0;rt user ada acara musik juga yang gak kalah kece sama acara sebelumnya cus daftar di coewofmt8bbl cothykk1;['rt', 'user', 'ada', 'acara', 'musik', 'juga', 'yang', 'gak', 'kalah', 'kece', 'sama', 'acara', 'sebelumnya', 'cus', 'daftar', 'di', 'coewofmt8bbl', 'cothykk1'];['rt', 'user', 'ada', 'acara', 'musik', 'juga', 'yang', 'gak', 'kalah', 'kece', 'sama', 'acara', 'sebelumnya', 'cus', 'daftar', 'di', 'coewofmt8bbl', 'cothykk1'];rt user ada acara musik juga yang gak kalah kece sama acara sebelumnya cus daftar di coewofmt8bbl cothykk1
94;94;"RT @Juragantajirrr: Menteri BUMN @erickthohir saat bertemu dan menyapa warga nelayan Tambak Loro, Kota Semarang dalam acara ""Sapa Warga Nel…";0;rt user menteri bumn user saat bertemu dan menyapa warga nelayan tambak loro kota semarang dalam acara sapa warga nel;['rt', 'user', 'menteri', 'bumn', 'user', 'saat', 'bertemu', 'dan', 'menyapa', 'warga', 'nelayan', 'tambak', 'loro', 'kota', 'semarang', 'dalam', 'acara', 'sapa', 'warga', 'nel'];['rt', 'user', 'menteri', 'bumn', 'user', 'saat', 'bertemu', 'dan', 'menyapa', 'warga', 'nelayan', 'tambak', 'loro', 'kota', 'semarang', 'dalam', 'acara', 'sapa', 'warga', 'nel'];rt user menteri bumn user saat bertemu dan menyapa warga nelayan tambak loro kota semarang dalam acara sapa warga nel
95;95;"Tak perlu menunggu menjadi Gubernur seperti di Jakarta utk membangun Kampung Warna warni.
Baru bisa ngecat genting… https://t.co/UqkONhqPav";0;tak perlu menunggu menjadi gubernur seperti di jakarta utk membangun kampung warna warni baru bisa ngecat genting couqkonhqpav;['tak', 'perlu', 'menunggu', 'menjadi', 'gubernur', 'seperti', 'di', 'jakarta', 'utk', 'membangun', 'kampung', 'warna', 'warni', 'baru', 'bisa', 'ngecat', 'genting', 'couqkonhqpav'];['tak', 'perlu', 'menunggu', 'menjadi', 'gubernur', 'seperti', 'di', 'jakarta', 'utk', 'membangun', 'kampung', 'warna', 'warni', 'baru', 'bisa', 'ngecat', 'genting', 'couqkonhqpav'];tak perlu menunggu menjadi gubernur seperti di jakarta utk membangun kampung warna warni baru bisa ngecat genting couqkonhqpav
96;96;@FWBESS Semarang;0;user semarang;['user', 'semarang'];['user', 'semarang'];user semarang
97;97;Ada yang open jastip BBW Semarang hari ini gak, ya?;0;ada yang open jastip bbw semarang hari ini gak ya;['ada', 'yang', 'open', 'jastip', 'bbw', 'semarang', 'hari', 'ini', 'gak', 'ya'];['ada', 'yang', 'open', 'jastip', 'bbw', 'semarang', 'hari', 'ini', 'gak', 'ya'];ada yang open jastip bbw semarang hari ini gak ya
98;98;Namanya tante Mia  usia 33 tahun cari pemuas wilayah Semarang biaya pendaftaran 200 ribu https://t.co/JEFiIAJcN4;0;namanya tante mia usia number tahun cari pemuas wilayah semarang biaya pendaftaran number ribu cojefiiajcn4;['namanya', 'tante', 'mia', 'usia', 'number', 'tahun', 'cari', 'pemuas', 'wilayah', 'semarang', 'biaya', 'pendaftaran', 'number', 'ribu', 'cojefiiajcn4'];['namanya', 'tante', 'mia', 'usia', 'number', 'tahun', 'cari', 'pemuas', 'wilayah', 'semarang', 'biaya', 'pendaftaran', 'number', 'ribu', 'cojefiiajcn4'];namanya tante mia usia number tahun cari pemuas wilayah semarang biaya pendaftaran number ribu cojefiiajcn4
99;99;Jenazah WNI Asal Semarang yang Jadi Korban Penembakan di Texas Tiba di Rumah Duka https://t.co/i6vutbxTFF;0;jenazah wni asal semarang yang jadi korban penembakan di texas tiba di rumah duka coi6vutbxtff;['jenazah', 'wni', 'asal', 'semarang', 'yang', 'jadi', 'korban', 'penembakan', 'di', 'texas', 'tiba', 'di', 'rumah', 'duka', 'coi6vutbxtff'];['jenazah', 'wni', 'asal', 'semarang', 'yang', 'jadi', 'korban', 'penembakan', 'di', 'texas', 'tiba', 'di', 'rumah', 'duka', 'coi6vutbxtff'];jenazah wni asal semarang yang jadi korban penembakan di texas tiba di rumah duka coi6vutbxtff
